市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份
海淀,美丽西园,2室1厅,南北,9,简装,有电梯,81,620,1999
海淀,红联北村,2室1厅,南北,6,其他,无电梯,56,450,1984
海淀,亮甲店甲1号院,3室1厅,南北,5,精装,无电梯,122,883,1997
海淀,观林园,4室2厅,南北,6,精装,无电梯,163,1200,2011
海淀,永金里小区,2室2厅,南北,12,简装,有电梯,110,812,1998
海淀,清林苑,2室2厅,南北,7,精装,有电梯,137,1350,2001
海淀,长河湾,2室1厅,东北,16,其他,有电梯,77,900,2005
海淀,华澳中心,1室1厅,北,21,精装,有电梯,106,760,1997
海淀,紫竹院南路甲1号,3室1厅,南北,7,简装,无电梯,75,655,1989
海淀,清缘东里,2室1厅,南北,10,其他,有电梯,85,610,2003
海淀,科育小区,2室1厅,东西,4,简装,无电梯,48,648,1970
海淀,太阳园,3室1厅,东南,26,精装,有电梯,139,1500,2001
海淀,太阳园,3室1厅,西北,26,精装,有电梯,134,1400,2002
海淀,红联北村,2室1厅,南北,6,其他,无电梯,56,450,1984
海淀,建材城西二里,2室1厅,南,6,精装,无电梯,58,370,2000
海淀,万寿路18号院,3室1厅,南北,6,简装,无电梯,69,620,1987
海淀,上庄家园东区,2室1厅,南北,6,简装,无电梯,67,350,1993
海淀,财智公馆,1室1厅,东,16,简装,无电梯,48,364,2004
海淀,高梁桥斜街乙40号院,2室1厅,南北,6,简装,无电梯,63,545,1990
海淀,龙翔路小区,2室1厅,西南,18,简装,有电梯,61,510,1994
海淀,亮甲店甲1号院,3室1厅,南北,5,精装,无电梯,122,883,1997
海淀,学知园,2室1厅,西南,19,精装,有电梯,84,650,1998
海淀,大慧寺21号院,3室1厅,东北,16,其他,无电梯,70,650,1992
海淀,橡树湾,1室1厅,西,18,精装,无电梯,72,680,2011
海淀,太月园,2室1厅,东南,27,精装,无电梯,89,800,1999
海淀,同泽园西里,2室1厅,南北,6,精装,无电梯,67,260,2012
海淀,六建,3室1厅,南北,6,其他,无电梯,74,670,1980
海淀,王公坟社区,2室1厅,南北,6,精装,无电梯,54,610,1991
海淀,东王庄,2室1厅,南北,6,精装,无电梯,62,550,1993
海淀,双清路14号院,2室2厅,东南,15,精装,无电梯,74,520,1998
海淀,翠微南里,2室1厅,南北,6,其他,无电梯,58,510,1990
海淀,枫丹丽舍,2室1厅,西南,4,其他,无电梯,101,710,2001
海淀,罗庄西里,2室1厅,南,6,精装,无电梯,80,880,1996
海淀,永金里小区,2室2厅,南北,12,简装,有电梯,110,812,1998
海淀,蓟门南里,2室1厅,南北,6,精装,无电梯,61,540,1983
海淀,智学苑,2室1厅,东西,6,简装,无电梯,66,408,2000
海淀,华澳中心,1室1厅,北,21,精装,有电梯,106,760,1997
海淀,清缘东里,2室1厅,南北,10,其他,有电梯,85,610,2003
海淀,紫竹院南路甲1号,3室1厅,南北,7,简装,无电梯,75,655,1989
海淀,科育小区,2室1厅,东西,4,简装,无电梯,48,648,1970
海淀,太阳园,3室1厅,东南,26,精装,有电梯,139,1500,2001
海淀,太阳园,3室1厅,西北,26,精装,有电梯,134,1400,2002
海淀,长河湾,2室1厅,东北,16,其他,有电梯,77,900,2005
海淀,建材城西二里,2室1厅,南,6,精装,无电梯,58,370,2000
海淀,万寿路18号院,3室1厅,南北,6,简装,无电梯,69,620,1987
海淀,上庄家园东区,2室1厅,南北,6,简装,无电梯,67,350,1993
海淀,财智公馆,1室1厅,东,16,简装,无电梯,48,364,2004
海淀,知春路56号院,2室1厅,东北,12,简装,有电梯,64,550,1990
海淀,上地西里,3室2厅,南北,6,简装,无电梯,156,1300,2000
海淀,红联北村,2室1厅,南北,6,其他,无电梯,56,450,1984
海淀,美丽西园,2室1厅,南北,9,简装,有电梯,81,620,1999
海淀,高梁桥斜街乙40号院,2室1厅,南北,6,简装,无电梯,63,545,1990
海淀,龙翔路小区,2室1厅,西南,18,简装,有电梯,61,510,1994
海淀,亮甲店甲1号院,3室1厅,南北,5,精装,无电梯,122,883,1997
海淀,大柳树3号院,2室1厅,东南,6,精装,无电梯,57,520,1984
海淀,碧森里,2室2厅,南北,9,简装,有电梯,91,720,2004
海淀,菊园,2室1厅,西北,6,精装,无电梯,65,460,1995
海淀,富力桃园A区,2室1厅,南北,9,其他,有电梯,90,630,2008
海淀,永金里小区,2室1厅,东,11,精装,有电梯,102,700,2006
海淀,今典花园,3室1厅,西北,26,简装,有电梯,91,867,1999
海淀,知春路82号院,2室1厅,南北,6,精装,无电梯,57,750,1988
海淀,知春路82号院,1室1厅,南,18,简装,有电梯,43,495,1998
海淀,万泉新新家园,3室1厅,南北,6,精装,无电梯,117,1550,2000
海淀,涧桥泊屋,3室2厅,南北,9,简装,有电梯,166,2250,2002
海淀,天作国际中心,2室1厅,西北,15,精装,有电梯,123,880,2006
海淀,翠微路16号院,3室1厅,南北,10,精装,有电梯,78,750,1993
海淀,舒至嘉园,1室1厅,东北,19,简装,有电梯,69,600,2003
海淀,沁春家园,2室2厅,东西,6,精装,无电梯,123,650,2000
海淀,康桥水郡,3室2厅,南北,16,精装,有电梯,160,2400,2003
海淀,世纪新景,3室2厅,南北,25,精装,有电梯,154,1350,2003
海淀,新外大街21号院,3室1厅,东北,14,精装,有电梯,68,579,1981
海淀,学知园,3室2厅,东南,18,精装,有电梯,121,950,1998
海淀,永金里小区,2室1厅,西北,12,精装,有电梯,76,562,2006
海淀,智学苑,2室1厅,东南,24,精装,有电梯,98,580,2001
海淀,西晴公寓,3室2厅,东南,21,精装,有电梯,145,1450,2000
海淀,小南庄怡秀园,2室1厅,西南,18,简装,有电梯,108,999,1999
海淀,青年公寓,1室1厅,北,17,精装,有电梯,43,410,1992
海淀,小南庄社区,3室1厅,西南,6,其他,无电梯,79,430,1995
海淀,前沙涧路7号院,2室1厅,东西,6,其他,无电梯,84,375,2009
海淀,西晴公寓,3室2厅,东西,21,精装,无电梯,122,1180,1998
海淀,金隅美和园,1室1厅,东西,9,简装,无电梯,60,392,2008
海淀,芳清园,2室1厅,东西,9,简装,有电梯,106,640,2007
海淀,龙翔路小区,3室2厅,南北,7,精装,无电梯,110,949,1997
海淀,五棵松26号院,3室1厅,东北,9,简装,有电梯,101,700,1998
海淀,富润家园,2室1厅,东南,18,简装,无电梯,104,870,2000
海淀,大柳树3号院,2室1厅,东南,6,精装,无电梯,57,520,1984
海淀,碧森里,2室2厅,南北,9,简装,有电梯,91,720,2004
海淀,菊园,2室1厅,西北,6,精装,无电梯,65,460,1995
海淀,知春路82号院,1室1厅,南,18,简装,有电梯,43,495,1998
海淀,知春路82号院,2室1厅,南北,6,精装,无电梯,57,750,1988
海淀,富力桃园A区,2室1厅,南北,9,其他,有电梯,90,630,2008
海淀,永金里小区,2室1厅,东,11,精装,有电梯,102,700,2006
海淀,万泉新新家园,3室1厅,南北,6,精装,无电梯,117,1550,2000
海淀,塔院小区,2室1厅,东北,13,其他,有电梯,71,600,1990
海淀,双榆树南里二区,2室1厅,南北,18,精装,有电梯,60,558,1995
海淀,紫金庄园,1室1厅,西北,22,精装,有电梯,53,424,1998
海淀,东南小区,2室1厅,东北,16,其他,无电梯,61,708,1989
海淀,稻香园,2室1厅,南北,6,简装,无电梯,58,610,1992
海淀,增光佳苑,2室2厅,西,20,简装,有电梯,155,1250,2005
海淀,翠微路2号院,3室1厅,南北,6,简装,无电梯,64,625,1986
海淀,高巢,2室1厅,南,15,其他,有电梯,53,405,2005
海淀,紫竹花园,2室2厅,西,24,精装,有电梯,162,1100,2000
海淀,天作国际中心,2室1厅,西北,15,精装,有电梯,123,880,2006
海淀,沁春家园,2室2厅,东西,6,精装,无电梯,123,650,2000
海淀,舒至嘉园,1室1厅,东北,19,简装,有电梯,69,600,2003
海淀,康桥水郡,3室2厅,南北,16,精装,有电梯,160,2400,2003
海淀,世纪新景,3室2厅,南北,25,精装,有电梯,154,1350,2003
海淀,新外大街21号院,3室1厅,东北,14,精装,有电梯,68,579,1981
海淀,远大园四区,2室2厅,西南,16,简装,无电梯,122,1180,2000
海淀,锦顺佳园,3室2厅,西南,11,简装,有电梯,150,1125,2008
海淀,健翔园,2室1厅,西北,24,简装,有电梯,86,730,2000
海淀,绿谷雅园,3室1厅,南北,5,精装,无电梯,112,672,2004
海淀,涧桥泊屋,3室2厅,南北,9,简装,有电梯,166,2250,2002
海淀,龙翔路小区,2室1厅,东北,18,精装,有电梯,141,1100,1998
海淀,五月华庭,1室1厅,南,12,精装,有电梯,61,550,2004
海淀,万泉新新家园,2室1厅,南北,6,精装,无电梯,86,1150,2000
海淀,万泉庄小区,1室1厅,南北,6,精装,无电梯,45,470,1990
海淀,新起点嘉园,2室1厅,东南,20,简装,有电梯,112,1500,2001
海淀,邮科社区,2室1厅,东西,5,精装,无电梯,55,485,1982
海淀,怡清园,2室1厅,东南,6,精装,无电梯,113,770,2003
海淀,育新花园,2室1厅,西,22,简装,有电梯,63,495,1996
海淀,永泰园,3室2厅,南北,6,简装,无电梯,121,750,2000
海淀,榆苑公寓,2室1厅,西北,10,精装,有电梯,95,850,1998
海淀,保利西山林语,2室1厅,东南,8,其他,无电梯,88,575,2009
海淀,沁春家园,2室1厅,东北,21,精装,有电梯,109,600,2004
海淀,田村33号院,2室1厅,西,6,精装,无电梯,94,519,1999
海淀,领秀新硅谷2号院,2室2厅,西南,15,精装,有电梯,125,1100,2008
海淀,远大园四区,2室1厅,东南,16,精装,无电梯,83,960,2000
海淀,保利西山林语,1室1厅,南,8,精装,无电梯,48,338,2011
海淀,普惠南里,2室1厅,南,20,精装,无电梯,68,680,1990
海淀,甘家口小区,2室1厅,东西,9,简装,无电梯,59,500,1994
海淀,学院南路60号院,2室1厅,南北,6,简装,无电梯,59,500,1994
海淀,文慧园路甲1号,2室1厅,南北,6,精装,无电梯,57,515,1982
海淀,上地东里,3室2厅,东南,6,精装,无电梯,123,1180,1996
海淀,国兴家园,3室1厅,西南,24,其他,无电梯,149,1463,2000
海淀,上林溪,1室0厅,南,9,精装,有电梯,49,398,2012
海淀,建材城西一里,2室1厅,南北,6,其他,无电梯,62,380,1981
海淀,兰园,2室1厅,南北,6,精装,无电梯,66,460,1995
海淀,学院派,2室1厅,东北,21,精装,无电梯,101,750,2009
海淀,首体宿舍,2室1厅,南北,6,精装,无电梯,58,487,1988
海淀,小南庄社区,2室1厅,东南,18,简装,无电梯,77,730,1996
海淀,都景苑,2室2厅,东,24,精装,有电梯,105,826,2001
海淀,诚品建筑,2室2厅,南,11,简装,有电梯,122,1180,2004
海淀,交大嘉园,3室2厅,东南,19,其他,有电梯,137,1450,2002
海淀,阜成路甲52号院,2室1厅,东南,18,简装,无电梯,81,587,1999
海淀,兰园,2室1厅,南北,6,精装,无电梯,60,435,1998
海淀,知春里,1室1厅,南,6,简装,无电梯,40,450,1987
海淀,中鑫嘉园,2室1厅,西,25,精装,有电梯,102,800,2004
海淀,领秀新硅谷1号院,3室2厅,东西,15,精装,无电梯,89,760,2012
海淀,西苑操场甲1号院,2室1厅,南北,4,其他,无电梯,56,580,1980
海淀,翠微中里,2室1厅,西南,21,其他,无电梯,55,550,1992
海淀,东南小区,2室1厅,东北,16,其他,无电梯,61,708,1989
海淀,燕北园,3室1厅,南北,6,精装,无电梯,86,802,2000
海淀,中央财经大学家属楼,2室1厅,南北,6,其他,无电梯,62,435,1993
海淀,保利西山林语,3室1厅,东南,8,精装,无电梯,95,580,2010
海淀,复兴路乙59号,2室1厅,南,12,简装,无电梯,62,656,1995
海淀,芳清园,2室2厅,南北,8,简装,有电梯,105,820,2007
海淀,水利新宿舍,1室1厅,西,28,精装,有电梯,65,560,1995
海淀,龙湖唐宁one,3室1厅,东西,30,精装,无电梯,184,2300,2011
海淀,华清嘉园,3室1厅,西南,19,精装,有电梯,149,1800,2001
海淀,正源尚峰尚水,2室1厅,东南,9,简装,有电梯,106,630,2012
海淀,学院派,3室2厅,南北,9,简装,无电梯,166,1500,2009
海淀,上庄家园西区,2室1厅,南北,6,简装,无电梯,67,350,1997
海淀,远大园五区,3室2厅,东南,16,简装,有电梯,173,1750,2001
海淀,西山美墅馆K区,3室2厅,南北,4,简装,无电梯,171,1500,2005
海淀,悦园,2室1厅,南北,6,简装,无电梯,94,970,2007
海淀,中关村三才堂,2室1厅,南北,5,简装,无电梯,61,669,1990
海淀,财智公馆,1室1厅,西,16,简装,无电梯,42,312,2004
海淀,西山壹号院,4室1厅,西南,6,精装,有电梯,273,3050,2011
海淀,东王庄,1室1厅,西,6,精装,无电梯,46,400,1993
海淀,厂洼小区,1室1厅,南,20,简装,无电梯,51,460,1991
海淀,春荫园,4室2厅,南北,13,精装,有电梯,209,2350,2004
海淀,西山美墅馆F区,4室2厅,南北,4,精装,无电梯,206,2300,2004
海淀,五矿万科如园,4室3厅,南北,10,精装,有电梯,285,2500,2013
海淀,双榆树南里二区,2室1厅,东,24,精装,有电梯,50,480,1992
海淀,枫蓝国际,1室2厅,东北,21,简装,有电梯,71,598,2004
海淀,民族大学南路19号院,2室1厅,南,16,简装,有电梯,54,525,1991
海淀,静淑东里,4室2厅,西南,6,精装,无电梯,94,871,2002
海淀,绿波漫板,1室0厅,东,14,精装,有电梯,57,440,2004
海淀,中鑫嘉园,1室1厅,东南,23,简装,无电梯,72,581,2001
海淀,红联北村,1室1厅,南,6,其他,无电梯,40,340,1993
海淀,今日家园,2室1厅,东,18,其他,无电梯,102,610,2000
海淀,水清木华园,3室1厅,南北,9,其他,无电梯,148,1780,1999
海淀,东王庄,3室1厅,南北,6,简装,无电梯,76,650,1995
海淀,太平路甲21号院,2室1厅,南,6,简装,无电梯,66,482,1982
海淀,玉海园二里,1室1厅,南,12,精装,无电梯,69,508,2001
海淀,永金里小区,3室1厅,南,12,精装,有电梯,137,930,2008
海淀,上地佳园,3室2厅,南北,10,精装,有电梯,149,1430,2004
海淀,塔院小区,3室1厅,东南,6,精装,无电梯,78,690,1990
海淀,健翔园,2室2厅,西南,24,精装,有电梯,112,930,1999
海淀,康桥水郡,2室1厅,东西,16,精装,有电梯,117,1580,2003
海淀,北新家园,2室1厅,南北,6,简装,无电梯,80,500,1999
海淀,又一村,2室1厅,南北,6,简装,无电梯,58,460,1987
海淀,北影小区,2室1厅,东西,6,精装,无电梯,60,535,1990
海淀,海丰园公寓,2室1厅,东西,12,精装,有电梯,129,880,2001
海淀,玉海园二里,2室1厅,南北,6,精装,无电梯,72,543,1997
海淀,新康园,2室1厅,东西,24,精装,有电梯,117,650,2002
海淀,亮甲店小区,2室2厅,南北,7,简装,无电梯,101,700,1998
海淀,甘家口小区,2室1厅,东,16,简装,有电梯,69,689,1996
海淀,远大园六区,3室2厅,东南,16,精装,有电梯,146,1550,2000
海淀,圆明园花园别墅,3室1厅,南北,4,精装,无电梯,149,1200,2001
海淀,圆明园花园别墅,3室1厅,东西,6,简装,无电梯,115,790,2000
海淀,都市网景,2室1厅,东,24,精装,有电梯,113,930,2000
海淀,中关村三才堂,2室1厅,东西,5,精装,无电梯,56,680,1990
海淀,文慧园,2室1厅,西,20,精装,有电梯,110,999,2002
海淀,远大园三区,2室1厅,南,14,精装,有电梯,158,1580,2001
海淀,自由度,2室2厅,东北,8,简装,有电梯,119,720,2002
海淀,七彩华园,2室2厅,南北,7,简装,有电梯,140,1150,2005
海淀,厢白旗甲1号院,3室1厅,东南,6,精装,无电梯,80,838,1996
海淀,永泰园,2室2厅,西北,31,简装,有电梯,110,660,2002
海淀,明光村小区,3室1厅,南北,6,精装,无电梯,80,698,1990
海淀,茂林居,3室1厅,南北,18,简装,有电梯,102,920,1989
海淀,砂轮厂宿舍,3室2厅,南,7,精装,无电梯,99,530,1998
海淀,车公庄西路45号院,3室1厅,东西,6,精装,无电梯,68,640,1979
海淀,远大园二区,2室1厅,西南,17,精装,有电梯,125,1250,2001
海淀,太月园,3室2厅,东南,18,精装,有电梯,204,1736,1999
海淀,吴家村路10号院,3室1厅,东南,24,精装,有电梯,103,630,1997
海淀,领秀硅谷,3室2厅,南北,10,简装,有电梯,121,920,2003
海淀,罗庄东里,2室1厅,南北,6,精装,无电梯,57,480,1993
海淀,毛纺住宅北小区,2室1厅,南北,7,简装,无电梯,63,386,1992
海淀,美丽星苑,2室1厅,西北,9,精装,有电梯,70,665,2010
海淀,百环地产,3室1厅,西北,18,简装,有电梯,146,850,2001
海淀,建西苑北里,2室1厅,南北,6,精装,无电梯,84,580,2004
海淀,汉荣家园,3室2厅,西南,25,精装,有电梯,147,1546,2000
海淀,海云轩,2室1厅,西,22,精装,有电梯,93,715,2000
海淀,中海紫金苑,2室2厅,南北,13,精装,有电梯,180,2700,2002
海淀,西山华府,2室2厅,南北,7,简装,有电梯,120,1280,2009
海淀,永金里小区,3室1厅,南北,6,简装,无电梯,120,885,1998
海淀,领秀新硅谷2号院,3室1厅,南,5,简装,有电梯,155,1350,2008
海淀,知春里,2室1厅,东南,18,简装,有电梯,74,700,1987
海淀,城华园,1室0厅,南,27,精装,有电梯,54,428,2002
海淀,环保局宿舍楼,2室1厅,南北,6,精装,无电梯,65,545,1984
海淀,垂虹园,4室2厅,西南,18,精装,有电梯,207,2400,2004
海淀,领秀新硅谷2号院,2室2厅,西南,15,精装,有电梯,125,1050,2008
海淀,阜成路甲52号院,2室1厅,东南,18,精装,无电梯,81,600,1999
海淀,玉海园三里,2室1厅,西南,10,简装,有电梯,81,560,2000
海淀,永金里小区,3室1厅,南,12,精装,有电梯,137,930,2008
海淀,塔院小区,3室1厅,东南,6,精装,无电梯,78,690,1990
海淀,北新家园,2室1厅,南北,6,简装,无电梯,80,500,1999
海淀,海丰园公寓,2室1厅,东西,12,精装,有电梯,129,880,2001
海淀,康桥水郡,2室1厅,东西,16,精装,有电梯,117,1580,2003
海淀,玉海园二里,2室1厅,南北,6,精装,无电梯,72,543,1997
海淀,健翔园,2室2厅,西南,24,精装,有电梯,112,930,1999
海淀,正源尚峰尚水,3室1厅,南北,9,精装,无电梯,131,800,2012
海淀,紫金长安,2室1厅,南北,15,简装,无电梯,98,1185,2006
海淀,花园村小区,3室1厅,东南,5,其他,无电梯,67,575,1980
海淀,西山壹号院,3室2厅,南北,6,毛坯,有电梯,207,2400,2011
海淀,老年医院家属楼,3室1厅,南北,4,简装,无电梯,70,420,1983
海淀,世华龙樾,3室2厅,南北,18,毛坯,有电梯,146,1380,2014
海淀,东王庄,3室1厅,南北,6,其他,无电梯,86,805,1996
海淀,世华龙樾,3室2厅,南北,18,毛坯,有电梯,147,1380,2014
海淀,中国银行宿舍,3室1厅,南北,6,简装,无电梯,96,1080,1996
海淀,铁道科学研究院,3室1厅,南北,14,简装,有电梯,103,1350,2009
海淀,怡清园,2室2厅,南,15,简装,有电梯,117,625,2003
海淀,远大园三区,2室2厅,南,14,精装,有电梯,158,1480,2001
海淀,富力桃园B区,2室1厅,南北,11,精装,有电梯,93,599,2007
海淀,兰园,2室1厅,南北,6,简装,无电梯,68,515,1996
海淀,知春里,3室1厅,西南,18,精装,无电梯,85,890,1988
海淀,首体家属院,2室1厅,南,6,精装,无电梯,78,810,1995
海淀,吴家村路10号院,2室1厅,南北,6,精装,无电梯,87,595,1995
海淀,保利西山林语,1室1厅,东西,8,精装,无电梯,56,360,2010
海淀,永定路70号院,2室1厅,南北,6,简装,无电梯,63,460,1988
海淀,大柳树甲17号院,4室2厅,南北,4,其他,无电梯,114,1140,1986
海淀,保利西山林语,2室1厅,西南,8,毛坯,有电梯,92,580,2009
海淀,新起点嘉园,3室1厅,西北,18,简装,有电梯,154,1190,2003
海淀,亮丽园,4室1厅,南北,12,简装,有电梯,173,1388,2004
海淀,北蜂窝路5号院,1室1厅,西南,16,简装,有电梯,59,650,2009
海淀,前沙涧路7号院,1室1厅,南,6,精装,无电梯,61,260,2009
海淀,砂轮厂宿舍,2室1厅,南北,5,简装,无电梯,55,360,1988
海淀,今典花园,1室1厅,东,26,精装,有电梯,53,460,1999
海淀,水云居,1室0厅,北,14,精装,有电梯,35,330,2011
海淀,罗庄西里,2室1厅,东南,18,简装,有电梯,85,680,1997
海淀,曙光花园,3室1厅,南北,17,精装,有电梯,129,1180,1999
海淀,钟表南园,3室1厅,东西,6,简装,无电梯,73,630,1988
海淀,复兴路30号院,2室1厅,南北,16,简装,有电梯,56,550,1985
海淀,锦秋知春,3室2厅,东南,25,精装,有电梯,178,2200,2002
海淀,知春嘉园,3室2厅,东南,19,简装,有电梯,151,1300,1998
海淀,天兆家园,3室1厅,南北,22,精装,有电梯,166,1700,2002
海淀,知春里,2室1厅,南,18,其他,有电梯,61,680,1987
海淀,卫生部小区,3室1厅,南北,6,其他,无电梯,65,620,1986
海淀,梅园,3室1厅,东南,6,精装,无电梯,85,620,1995
海淀,七贤村,1室1厅,南,15,精装,无电梯,49,438,1994
海淀,乐府江南,2室1厅,东西,9,精装,有电梯,102,970,2005
海淀,玉海园三里,2室1厅,南北,6,其他,无电梯,74,540,2000
海淀,智学苑,3室1厅,南西,24,精装,有电梯,119,630,2001
海淀,智学苑,2室1厅,南北,6,其他,无电梯,88,550,2000
海淀,柳林馆,3室1厅,南北,6,精装,无电梯,83,850,1985
海淀,教委计生委大院,2室1厅,南北,7,精装,无电梯,44,600,1995
海淀,621小区,2室1厅,东南,6,简装,无电梯,55,435,1992
海淀,北河沿,3室1厅,南北,7,其他,无电梯,92,1066,2000
海淀,复兴路46号院,2室1厅,东西,16,精装,有电梯,69,630,1992
海淀,海淀大街25号,2室1厅,东南,6,其他,无电梯,57,500,1990
海淀,兰德华庭,3室2厅,南北,13,精装,有电梯,122,940,2005
海淀,西山壹号院,3室2厅,南北,6,毛坯,有电梯,278,3200,2011
海淀,香山煤厂街27号院,2室1厅,南北,4,简装,无电梯,54,290,1981
海淀,文成杰座,1室1厅,南北,20,精装,有电梯,66,560,2006
海淀,展春园,1室1厅,南,6,简装,无电梯,41,370,1990
海淀,西六砖瓦厂家属楼,2室1厅,南北,5,简装,无电梯,57,295,1985
海淀,翠微东里,2室1厅,南北,6,精装,无电梯,64,555,1988
海淀,清景园,2室1厅,南北,22,简装,有电梯,99,630,2006
海淀,红联北村,2室1厅,东,16,简装,无电梯,49,410,1991
海淀,万泉新新家园,2室1厅,南北,9,其他,无电梯,85,1250,2000
海淀,万寿园,1室1厅,南,19,精装,无电梯,67,750,1999
海淀,魏公村小区,2室1厅,南,5,精装,无电梯,50,520,1984
海淀,信息学院家属楼,2室1厅,南,5,简装,无电梯,59,390,1978
海淀,当代城市家园,3室1厅,南北,6,简装,无电梯,122,950,2002
海淀,橡树湾,3室1厅,南北,25,其他,有电梯,177,1620,2014
海淀,小南庄社区,2室1厅,西北,18,精装,有电梯,76,710,1997
海淀,北无宿舍,2室1厅,东,6,简装,无电梯,57,380,1994
海淀,知春路82号院,2室1厅,南北,5,简装,无电梯,57,780,1988
海淀,舒至嘉园,2室1厅,西北,20,精装,有电梯,111,975,1999
海淀,舒至嘉园,3室1厅,西南,19,简装,有电梯,148,1220,2003
海淀,澐澐国际,2室1厅,东北,26,精装,有电梯,104,660,2008
海淀,六建,3室1厅,西南,5,其他,无电梯,60,545,1979
海淀,鲁艺上河村二区,3室2厅,南北,8,精装,有电梯,182,2390,2003
海淀,航天社区,3室1厅,西南,14,精装,有电梯,70,879,1992
海淀,金谷园,2室1厅,南北,6,精装,无电梯,95,960,2002
海淀,富力桃园A区,3室2厅,南北,14,精装,有电梯,151,1030,2008
海淀,清枫华景园,2室1厅,东,18,其他,无电梯,85,670,2004
海淀,玉阜嘉园,2室1厅,东北,12,其他,有电梯,92,693,2003
海淀,博望园,3室1厅,东北,24,简装,有电梯,110,937,2002
海淀,复兴路46号院,3室1厅,东西,6,精装,无电梯,80,742,1988
海淀,艾瑟顿,1室1厅,南,20,精装,无电梯,75,505,2006
海淀,宏嘉丽园,2室1厅,东,25,精装,无电梯,113,1030,2001
海淀,清缘里中区,2室1厅,南北,13,简装,有电梯,99,580,1999
海淀,成府路20号院,2室1厅,南,9,简装,有电梯,63,580,1995
海淀,锦秋知春,3室2厅,东南,25,精装,有电梯,178,2200,2002
海淀,天兆家园,3室1厅,南北,22,精装,有电梯,166,1700,2002
海淀,知春嘉园,3室2厅,东南,19,简装,有电梯,151,1300,1998
海淀,今典花园,3室1厅,西南,22,精装,有电梯,153,1300,1999
海淀,永泰园,2室2厅,东南,31,精装,有电梯,133,745,2002
海淀,宝盛北里,2室1厅,南北,6,简装,无电梯,105,609,2004
海淀,建西苑北里,2室1厅,南北,6,简装,无电梯,84,550,2004
海淀,复兴路79号院,1室1厅,南,18,精装,有电梯,43,340,1988
海淀,颐源居二期,4室2厅,南西,28,简装,有电梯,184,1750,2001
海淀,金庄1号院,2室1厅,南北,6,简装,无电梯,77,670,1996
海淀,太月园,2室1厅,东南,26,精装,有电梯,83,790,1999
海淀,梅园甲,2室1厅,东西,6,精装,无电梯,91,551,2000
海淀,花园北路乙28号院,3室2厅,南北,7,精装,无电梯,114,998,1998
海淀,大慧寺1号,2室1厅,南北,6,简装,无电梯,65,550,1980
海淀,学知园,3室1厅,西南,18,精装,有电梯,121,880,1998
海淀,昌运宫,2室1厅,南西,13,简装,有电梯,67,557,1994
海淀,厂洼西街1号院,2室1厅,南,6,精装,无电梯,65,560,1989
海淀,兰园,3室1厅,东南,6,简装,无电梯,93,558,1997
海淀,知春路82号院,2室1厅,南北,5,简装,无电梯,57,780,1988
海淀,橡树湾,3室1厅,南北,25,其他,有电梯,177,1620,2014
海淀,当代城市家园,3室1厅,南北,6,简装,无电梯,122,950,2002
海淀,六建,3室1厅,西南,5,其他,无电梯,60,545,1979
海淀,北无宿舍,2室1厅,东,6,简装,无电梯,57,380,1994
海淀,澐澐国际,2室1厅,东北,26,精装,有电梯,104,660,2008
海淀,舒至嘉园,2室1厅,西北,20,精装,有电梯,111,975,1999
海淀,舒至嘉园,3室1厅,西南,19,简装,有电梯,148,1220,2003
海淀,前沙涧路7号院,2室1厅,南北,6,精装,无电梯,86,340,2009
海淀,交大嘉园,2室1厅,北,19,其他,有电梯,60,625,2002
海淀,罗庄西里,2室1厅,东西,9,简装,无电梯,60,540,1997
海淀,锦秋知春,3室2厅,东,26,简装,有电梯,100,1030,2003
海淀,橙色年代,3室1厅,南,24,其他,有电梯,117,980,2004
海淀,永定路西里,2室1厅,南北,6,精装,无电梯,58,577,1998
海淀,建西苑北里,2室1厅,南北,6,简装,无电梯,84,570,2004
海淀,王庄路27号院,2室1厅,南北,6,简装,无电梯,60,465,1989
海淀,志新北里,3室1厅,南北,6,精装,无电梯,64,550,1983
海淀,华清嘉园,3室1厅,东北,18,简装,无电梯,90,1120,2000
海淀,美丽西园,2室1厅,南北,10,精装,有电梯,80,575,1999
海淀,万泉新新家园,3室1厅,南北,7,精装,有电梯,172,2400,2003
海淀,五矿万科如园,4室2厅,南北,11,精装,有电梯,220,2149,2014
海淀,富力桃园B区,2室1厅,南北,11,精装,有电梯,93,610,2007
海淀,温泉路45号院,3室1厅,南北,6,简装,无电梯,93,520,1996
海淀,梅园甲,2室2厅,南北,6,简装,无电梯,105,716,2002
海淀,嘉德公寓,2室1厅,南北,15,简装,有电梯,129,870,1999
海淀,稻香园,3室1厅,东西,10,精装,有电梯,97,900,1992
海淀,庚坊国际,3室1厅,西北,18,精装,有电梯,156,1300,2005
海淀,华鸿家园,2室1厅,南北,6,精装,有电梯,97,580,2007
海淀,海丰园公寓,4室2厅,东南,24,精装,有电梯,143,1165,2001
海淀,东南小区,2室1厅,南北,6,简装,无电梯,62,750,1989
海淀,志强北园,2室1厅,南北,6,毛坯,无电梯,54,480,1996
海淀,定慧福里,1室1厅,西,18,简装,有电梯,65,455,2010
海淀,学院派,2室1厅,西,21,精装,有电梯,85,630,2009
